id,genre,audio_path,lyric_path,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,tfidf_ai,tfidf_away,tfidf_ce,tfidf_che,tfidf_come,tfidf_dans,tfidf_des,tfidf_di,tfidf_don,tfidf_du,tfidf_el,tfidf_en,tfidf_es,tfidf_est,tfidf_et,tfidf_feel,tfidf_got,tfidf_il,tfidf_je,tfidf_just,tfidf_know,tfidf_la,tfidf_le,tfidf_les,tfidf_let,tfidf_life,tfidf_like,tfidf_ll,tfidf_love,tfidf_ma,tfidf_make,tfidf_mi,tfidf_ne,tfidf_non,tfidf_oh,tfidf_pas,tfidf_pour,tfidf_qu,tfidf_que,tfidf_qui,tfidf_se,tfidf_si,tfidf_te,tfidf_time,tfidf_tu,tfidf_une,tfidf_ve,tfidf_want,tfidf_yeah,tfidf_ça,cluster,pca_kmeans_cluster
100659,rock,data/audio/100659.mp3,data/lyrics/100659.txt,-33.599827,85.06724,-1.6915722,31.67784,14.6639,18.281137,4.578677,8.917124,-11.059688,2.6664267,-4.7817264,3.0752223,-4.568611,0.0,0.0,0.291859673674624,0.0,0.0,0.0,0.0935970285736478,0.0,0.0,0.0,0.0,0.0,0.0,0.087957975535728,0.581642896241412,0.0,0.0,0.204598164647094,0.0,0.0,0.0,0.1315527316661373,0.5887744782203695,0.0288613487588178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1827331129422301,0.0,0.2876154687681324,0.0497664078796386,0.0,0.0,0.0,0.0588223465583222,0.0,0.1389273029638117,0.0320468364106437,0.0,0.0,0.0,0.104780540148378,1,1
1008212,pop,data/audio/1008212.mp3,data/lyrics/1008212.txt,-319.9134,145.34756,-10.348846,30.590532,3.3288097,-0.3255466,-3.057915,-2.353384,-3.474914,-2.8852751,-8.012343,-4.0540686,-5.5982275,0.0,0.1786161577957476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3329742913163625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6469648198553608,0.0,0.1398218836556318,0.3049311629329818,0.4552212284187781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448207814015857,0.0,0.0,3,4
1009353,alternative,data/audio/1009353.mp3,data/lyrics/1009353.txt,9.989699,108.24828,-11.833388,25.858614,7.640595,8.338393,2.730749,4.1770453,0.29402444,7.7489643,-6.7770495,3.072782,-1.8944099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1911309018432047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815645563897484,0.0,0.0,0.0,0.0,0.0,0.0,3,4
1009355,alternative,data/audio/1009355.mp3,data/lyrics/1009355.txt,2.7208815,90.297386,-4.8798556,31.202612,1.1146868,10.45414,0.10777963,6.4568,-1.1961977,8.488855,-2.794471,5.0413685,-6.828235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684328724729467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430024888096734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8242183048796751,0.0,0.0,0.0,0.0,0.0,0.0,3,4
1009671,electronic,data/audio/1009671.mp3,data/lyrics/1009671.txt,-108.89931,93.77009,16.334082,23.101683,12.163518,19.898336,-1.6549753,5.660291,0.57130796,-1.0245614,-1.37055,0.20555252,-2.9099624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6006091821449101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3174829172899469,0.0,0.0,0.0,0.0,0.0,0.0,0.4285872646917956,0.5841789998454889,0.1162800938932189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3
100992,punkrock,data/audio/100992.mp3,data/lyrics/100992.txt,-50.801792,87.505554,-20.408854,41.86157,0.7241952,2.3205109,-4.9788446,0.6946464,7.4644494,0.06165004,-5.256833,2.105915,-0.21206221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1650435463207099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6130612704530112,0.5188298577147186,0.0,0.0963171826407303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1083113771424877,0.0,0.0,0.0,0.0,0.0,0.0,0.5538264449643031,0.0,0.0,0.0,0.0,0.0,0.0,3,4
100993,punkrock,data/audio/100993.mp3,data/lyrics/100993.txt,23.565681,81.227356,-9.01688,28.761744,9.333918,-0.7661608,-10.487229,5.0485506,10.292576,3.0206397,-6.50294,1.6553655,3.7250433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6455061579389528,0.0,0.0,0.0,0.0,0.0,0.0,0.0822705692528624,0.0,0.0,0.0,0.0,0.7454531194916937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1444056790358471,0.0,0.0,0.0,0.0,0.0,0.0,4,3
100996,punkrock,data/audio/100996.mp3,data/lyrics/100996.txt,-46.739323,102.923134,-24.05556,24.86196,6.8516726,2.1224132,-8.272378,-0.60193163,7.8526087,-1.968572,-8.542703,-1.837572,-0.1244085,0.0,0.3333512852672165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2559441735466596,0.0,0.0,0.0,0.0,0.0,0.2609495423050564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578444480741377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6485960373829248,0.0,3,2
100997,punkrock,data/audio/100997.mp3,data/lyrics/100997.txt,-147.85107,140.0691,-25.269264,25.771168,10.050837,2.612474,-8.844303,4.3759594,13.4264765,-0.8515895,-8.31821,-3.2964382,-1.8922901,0.0,0.0,0.0,0.0,0.1283161675503167,0.0,0.0,0.0,0.1086919155696059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5745471009556649,0.0,0.0,0.0,0.0,0.0,0.5466931591994528,0.1163418047199857,0.0,0.0,0.0,0.1415778303927049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4863076728392821,0.0,0.0,0.269570764098046,0.0,0.0,0.0,4,4
100999,punkrock,data/audio/100999.mp3,data/lyrics/100999.txt,-34.827152,88.65034,-10.771179,26.158348,9.972354,5.075401,-10.062905,7.189097,8.969648,3.0211813,-11.113465,1.0962677,3.823729,0.0,0.3334704226434711,0.0,0.0,0.0,0.0,0.0,0.0,0.2438783072041213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25603564617224,0.0,0.0,0.0,0.0,0.306661727155443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8183673878426736,0.0,0.0,0.0,0.0,0.0,0.0,4,4
101006,pop,data/audio/101006.mp3,data/lyrics/101006.txt,-225.17604,87.76345,12.022652,14.466893,8.263437,10.5491,-6.1947684,1.2232245,-13.204285,-0.50794506,-4.6358294,-7.233103,-8.540962,0.0,0.0,0.0,0.0,0.1690193899903892,0.0,0.0,0.0,0.143170121249591,0.0,0.0,0.0,0.0,0.0,0.0,0.5474163443837725,0.0,0.0,0.0,0.0,0.1503071549369747,0.0,0.0,0.0,0.3545410019794762,0.1800274783058352,0.3064932695475355,0.1671042948907115,0.0,0.0,0.5594633705005486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889640697446203,0.0,0.0,2,2
101038,pop,data/audio/101038.mp3,data/lyrics/101038.txt,-251.92352,104.06129,39.175266,34.854023,21.396938,11.438244,5.9261336,10.260136,-3.6137552,-4.486861,-11.530961,-6.9435863,-2.8144736,0.0,0.2166479770037092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083752713157435,0.0,0.0,0.0,0.0,0.0980899636572311,0.1992309911206781,0.8479671886537975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4215283564273451,0.0,4,3
101061,pop,data/audio/101061.mp3,data/lyrics/101061.txt,-287.19202,111.15463,37.685963,31.057798,15.448449,16.797031,-0.07922325,7.9006577,-5.2474117,-4.0565906,-6.6272693,-7.5512576,-6.6054173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186467204067287,0.0,0.0,0.0,0.3045921337124194,0.0,0.0,0.0,0.0,0.0,0.6210977712878963,0.0,0.6740406270742663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1798899814953078,0.0,0.0,0.0,4,3
1010659,dance,data/audio/1010659.mp3,data/lyrics/1010659.txt,-137.28749,71.3556,5.292581,22.36775,2.6575973,6.3860183,-0.75064397,0.8699378,-3.9786932,-0.8608684,-4.620802,1.3015789,-2.235398,0.0,0.2799065924984611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4382253822245854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6869167739887234,0.0,0.0,0.507696916932673,0.0,0.0,0.0,4,4
1010663,trance,data/audio/1010663.mp3,data/lyrics/1010663.txt,-130.07172,105.20333,7.6274295,29.680676,9.3145,16.61785,0.17643657,6.6944213,0.6551672,2.908981,1.4648073,5.7991295,-2.5561438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
1010664,trance,data/audio/1010664.mp3,data/lyrics/1010664.txt,-85.1158,111.583336,3.7077816,29.64371,-2.7419102,15.3561125,4.630115,10.560847,-1.7245716,1.4441189,-5.2045784,3.9131448,-3.4007957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
101095,pop,data/audio/101095.mp3,data/lyrics/101095.txt,-304.81534,141.38579,18.52688,29.607964,10.980278,10.754929,0.26491156,2.4898744,-3.9044843,-3.0868826,-8.380241,-6.4529676,-8.551832,0.0,0.0,0.0,0.0,0.3602928837086304,0.0,0.0,0.0,0.3051908769098179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.709032593122067,0.0,0.0,0.0,0.0,0.0,0.3620639183689313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3784574844098987,0.0,0.0,0.0,2,2
101173,pop,data/audio/101173.mp3,data/lyrics/101173.txt,-326.47836,99.179146,20.23114,23.622671,11.072041,10.6402645,3.239745,6.5880303,-1.8967311,3.8170688,-7.129709,-3.6276886,-2.1032863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154384322202533,0.0,0.0,0.0,0.0,0.0,0.4235629482850565,0.0,0.4596677825384561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4426223062664647,0.0,0.0,0.4907100585539111,0.0,0.0,0.0,4,3
101190,pop,data/audio/101190.mp3,data/lyrics/101190.txt,-293.38672,154.58429,22.492256,25.508514,22.156631,13.8621025,12.111911,6.896323,-2.4422138,-2.6562076,-9.306498,-10.870538,-7.156176,0.0,0.7360751410799998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6768998350450812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2
1012435,instrumentalrock,data/audio/1012435.mp3,data/lyrics/1012435.txt,-301.69666,104.281006,10.740364,37.27327,2.7878954,10.801788,5.1730905,7.696562,2.061801,1.3440231,1.8716769,7.43264,2.2982378,0.0,0.0,0.0,0.413262804232507,0.0,0.0,0.0,0.8103409243594097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1517870762483083,0.0,0.0,0.0,0.0,0.2658778988049878,0.0,0.0,0.0,0.0,0.0,0.0,0.1597800436098956,0.0,0.0,0.0,0.1796464102813417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1450123177330275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1012592,hiphop,data/audio/1012592.mp3,data/lyrics/1012592.txt,-88.289536,89.983284,24.568895,24.811096,6.063937,10.218518,10.71125,-1.0330968,-4.984192,4.290047,-0.17572041,10.577894,1.1551442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5747227762655231,0.4677765521345504,0.0589334278817102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5317043310714811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613557433368209,0.0,0.0,0.0,0.0,0.0,0.0,0.3713423756344547,0.0,0.151777784706615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1012595,hiphop,data/audio/1012595.mp3,data/lyrics/1012595.txt,-90.97103,117.92894,33.791065,13.726806,24.446552,4.493508,12.1984825,13.081262,-0.12784728,5.522502,-8.312979,-0.3205794,-1.4470321,0.2808027556462304,0.0,0.1863346819462768,0.0,0.0,0.0350286499182816,0.0358536121091475,0.0,0.0,0.03687973502397,0.0,0.0288172365836587,0.1452230579924185,0.1010804889264971,0.0668418616670235,0.0,0.0,0.1007667048952993,0.355720235513742,0.0,0.0,0.0503930593196676,0.2353440572084548,0.1990031643532632,0.0,0.0,0.0,0.0,0.0,0.2121459731691203,0.0,0.0,0.3935217179029125,0.0,0.0,0.2799935959835536,0.1762597794230534,0.220350017750598,0.3431465635686009,0.03446749549231,0.0311674189316503,0.0,0.1013971418800547,0.0,0.3193079336646979,0.1473117075833356,0.0,0.0,0.0,0.0,1,1
1012597,hiphop,data/audio/1012597.mp3,data/lyrics/1012597.txt,-176.48091,138.24661,9.856193,35.045467,5.3200245,-7.4034033,-2.985279,-18.711916,-15.092797,-16.376516,-19.660984,-11.32701,-12.917237,0.0,0.0,0.1048391567081532,0.0,0.0,0.1724492359520594,0.0,0.0,0.0,0.0,0.0,0.0202671260023481,0.0,0.2132693396368863,0.2585538817323343,0.0,0.0,0.1181151599451971,0.0,0.0,0.0,0.1063241244430769,0.2275861189990704,0.3032437926306279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2012824188681194,0.0,0.0,0.3446084976974338,0.1239632796969446,0.2582864808130986,0.160889695788557,0.5575417565907494,0.306880087808107,0.0677059741570107,0.0,0.0,0.0,0.0259010343561667,0.0,0.0,0.0,0.0,1,1
1012600,hiphop,data/audio/1012600.mp3,data/lyrics/1012600.txt,-82.84947,77.49093,6.6585207,24.84696,4.296243,5.0283217,2.504301,8.686114,3.8617556,8.182862,0.6451639,5.2250075,0.13144393,0.0845819074219961,0.0,0.1571548676170417,0.0,0.0,0.0738580008725697,0.2267923074928577,0.0,0.1132613767499309,0.1555220374142322,0.0,0.2430448778021677,0.0,0.4262569557633261,0.4228087256155428,0.0,0.0,0.1416445756153976,0.1500074112262761,0.0,0.0594537294337018,0.265634746692091,0.1860838373360814,0.2097993488292637,0.0,0.0,0.1818493064608657,0.0,0.0,0.0,0.0737649157414887,0.0,0.0754310528720544,0.0838211663801444,0.0,0.2213877137505059,0.0743288420923843,0.2323042972147297,0.0602937863020564,0.0726748052832522,0.0657165851387315,0.2706450208013518,0.0,0.0,0.0,0.0776517811321022,0.0,0.0,0.0,0.0846302524867733,1,1
1012601,hiphop,data/audio/1012601.mp3,data/lyrics/1012601.txt,-117.55616,118.02412,7.934729,20.327946,16.219854,0.14841397,10.353048,4.802179,-1.5779005,11.610131,8.664474,14.9431505,2.973831,0.0527035915674181,0.0,0.2448108055306838,0.0,0.0,0.0460214486834998,0.0942106060980718,0.0,0.0,0.2422672350813184,0.0,0.0378607504922126,0.0,0.2656037583455952,0.087818380491252,0.0,0.0,0.0,0.7477655280495035,0.0,0.0,0.099311346521848,0.1932502836437622,0.0435758250151588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0470016286371336,0.0,0.0,0.0,0.1389444996471217,0.1447504693725703,0.0,0.090568382095722,0.2047423715025172,0.0,0.0,0.0,0.0,0.2903122818110794,0.0,0.0,0.0,0.052733715723115,1,1
